FDASubstancePrefName	DRUGBANK_CA	DRUGBANK_BIO2RDF
CLINDAMYCIN	http://www.drugbank.ca/drugs/DB01190	http://bio2rdf.org/drugbank:DB01190
CLOBAZAM	http://www.drugbank.ca/drugs/DB00349	http://bio2rdf.org/drugbank:DB00349
CLOBETASOL	http://www.drugbank.ca/drugs/DB01013	http://bio2rdf.org/drugbank:DB01013
CLOCORTOLONE	http://www.drugbank.ca/drugs/DB00838	http://bio2rdf.org/drugbank:DB00838
CLOFARABINE	http://www.drugbank.ca/drugs/DB00631	http://bio2rdf.org/drugbank:DB00631
CLOMIPHENE	http://www.drugbank.ca/drugs/DB00882	http://bio2rdf.org/drugbank:DB00882
CLOMIPRAMINE	http://www.drugbank.ca/drugs/DB01242	http://bio2rdf.org/drugbank:DB01242
CLONAZEPAM	http://www.drugbank.ca/drugs/DB01068	http://bio2rdf.org/drugbank:DB01068
CLONIDINE	http://www.drugbank.ca/drugs/DB00575	http://bio2rdf.org/drugbank:DB00575
CLOPIDOGREL	http://www.drugbank.ca/drugs/DB00758	http://bio2rdf.org/drugbank:DB00758
CLORAZEPIC ACID	http://www.drugbank.ca/drugs/DB00628	http://bio2rdf.org/drugbank:DB00628
CLOTRIMAZOLE	http://www.drugbank.ca/drugs/DB00257	http://bio2rdf.org/drugbank:DB00257
CLOZAPINE	http://www.drugbank.ca/drugs/DB00363	http://bio2rdf.org/drugbank:DB00363
COCAINE	http://www.drugbank.ca/drugs/DB00907	http://bio2rdf.org/drugbank:DB00907
COCARBOXYLASE	http://www.drugbank.ca/drugs/DB01987	http://bio2rdf.org/drugbank:DB01987
CODEINE	http://www.drugbank.ca/drugs/DB00318	http://bio2rdf.org/drugbank:DB00318
CODEINE ANHYDROUS	http://www.drugbank.ca/drugs/DB00318	http://bio2rdf.org/drugbank:DB00318
COLCHICINE	http://www.drugbank.ca/drugs/DB01394	http://bio2rdf.org/drugbank:DB01394
COLESEVELAM	http://www.drugbank.ca/drugs/DB00930	http://bio2rdf.org/drugbank:DB00930
COLESTIPOL	http://www.drugbank.ca/drugs/DB00375	http://bio2rdf.org/drugbank:DB00375
COLISTIMETHATE	http://www.drugbank.ca/drugs/DB01111	http://bio2rdf.org/drugbank:DB01111
COLISTIN	http://www.drugbank.ca/drugs/DB00803	http://bio2rdf.org/drugbank:DB00803
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	http://www.drugbank.ca/drugs/DB00048	http://bio2rdf.org/drugbank:DB00048
CONIVAPTAN	http://www.drugbank.ca/drugs/DB00872	http://bio2rdf.org/drugbank:DB00872
CORTICOTROPIN	http://www.drugbank.ca/drugs/DB01285	http://bio2rdf.org/drugbank:DB01285
COSYNTROPIN	http://www.drugbank.ca/drugs/DB01284	http://bio2rdf.org/drugbank:DB01284
CRIZOTINIB	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
CRIZOTINIB	http://www.drugbank.ca/drugs/DB08700	http://bio2rdf.org/drugbank:DB08700
CROMOLYN	http://www.drugbank.ca/drugs/DB01003	http://bio2rdf.org/drugbank:DB01003
CROTAMITON	http://www.drugbank.ca/drugs/DB00265	http://bio2rdf.org/drugbank:DB00265
CYANOCOBALAMIN	http://www.drugbank.ca/drugs/DB00115	http://bio2rdf.org/drugbank:DB00115
CYCLOBENZAPRINE	http://www.drugbank.ca/drugs/DB00924	http://bio2rdf.org/drugbank:DB00924
CYCLOPENTOLATE	http://www.drugbank.ca/drugs/DB00979	http://bio2rdf.org/drugbank:DB00979
CYCLOPHOSPHAMIDE	http://www.drugbank.ca/drugs/DB00437	http://bio2rdf.org/drugbank:DB00437
CYCLOPHOSPHAMIDE	http://www.drugbank.ca/drugs/DB00531	http://bio2rdf.org/drugbank:DB00531
CYCLOPHOSPHAMIDE ANHYDROUS	http://www.drugbank.ca/drugs/DB00437	http://bio2rdf.org/drugbank:DB00437
CYCLOSERINE	http://www.drugbank.ca/drugs/DB00260	http://bio2rdf.org/drugbank:DB00260
CYCLOSPORINE	http://www.drugbank.ca/drugs/DB00091	http://bio2rdf.org/drugbank:DB00091
CYPROHEPTADINE	http://www.drugbank.ca/drugs/DB00434	http://bio2rdf.org/drugbank:DB00434
CYSTEAMINE	http://www.drugbank.ca/drugs/DB00847	http://bio2rdf.org/drugbank:DB00847
CYSTEINE	http://www.drugbank.ca/drugs/DB00151	http://bio2rdf.org/drugbank:DB00151
CYSTEINE	http://www.drugbank.ca/drugs/DB03201	http://bio2rdf.org/drugbank:DB03201
CYTARABINE	http://www.drugbank.ca/drugs/DB00987	http://bio2rdf.org/drugbank:DB00987
DABIGATRAN ETEXILATE	http://www.drugbank.ca/drugs/DB06695	http://bio2rdf.org/drugbank:DB06695
DACARBAZINE	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
DACARBAZINE	http://www.drugbank.ca/drugs/DB00851	http://bio2rdf.org/drugbank:DB00851
DACTINOMYCIN	http://www.drugbank.ca/drugs/DB00970	http://bio2rdf.org/drugbank:DB00970
DALFOPRISTIN	http://www.drugbank.ca/drugs/DB01764	http://bio2rdf.org/drugbank:DB01764
DALTEPARIN	http://www.drugbank.ca/drugs/DB06779	http://bio2rdf.org/drugbank:DB06779
DANAZOL	http://www.drugbank.ca/drugs/DB01406	http://bio2rdf.org/drugbank:DB01406
DANTROLENE	http://www.drugbank.ca/drugs/DB01219	http://bio2rdf.org/drugbank:DB01219
DAPSONE	http://www.drugbank.ca/drugs/DB00250	http://bio2rdf.org/drugbank:DB00250
DAPTOMYCIN	http://www.drugbank.ca/drugs/DB00080	http://bio2rdf.org/drugbank:DB00080
DARBEPOETIN ALFA	http://www.drugbank.ca/drugs/DB00012	http://bio2rdf.org/drugbank:DB00012
DARIFENACIN	http://www.drugbank.ca/drugs/DB00496	http://bio2rdf.org/drugbank:DB00496
DARUNAVIR	http://www.drugbank.ca/drugs/DB01264	http://bio2rdf.org/drugbank:DB01264
DASATINIB	http://www.drugbank.ca/drugs/DB01254	http://bio2rdf.org/drugbank:DB01254
DAUNORUBICIN	http://www.drugbank.ca/drugs/DB00694	http://bio2rdf.org/drugbank:DB00694
DECITABINE	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
DECITABINE	http://www.drugbank.ca/drugs/DB01262	http://bio2rdf.org/drugbank:DB01262
DEFERASIROX	http://www.drugbank.ca/drugs/DB01609	http://bio2rdf.org/drugbank:DB01609
DEFEROXAMINE	http://www.drugbank.ca/drugs/DB00746	http://bio2rdf.org/drugbank:DB00746
DEGARELIX	http://www.drugbank.ca/drugs/DB06699	http://bio2rdf.org/drugbank:DB06699
DELAVIRDINE	http://www.drugbank.ca/drugs/DB00705	http://bio2rdf.org/drugbank:DB00705
DEMECLOCYCLINE	http://www.drugbank.ca/drugs/DB00618	http://bio2rdf.org/drugbank:DB00618
DENILEUKIN DIFTITOX	http://www.drugbank.ca/drugs/DB00004	http://bio2rdf.org/drugbank:DB00004
DESERPIDINE	http://www.drugbank.ca/drugs/DB01089	http://bio2rdf.org/drugbank:DB01089
DESFLURANE	http://www.drugbank.ca/drugs/DB01189	http://bio2rdf.org/drugbank:DB01189
DESIPRAMINE	http://www.drugbank.ca/drugs/DB01151	http://bio2rdf.org/drugbank:DB01151
DESLORATADINE	http://www.drugbank.ca/drugs/DB00967	http://bio2rdf.org/drugbank:DB00967
DESMOPRESSIN	http://www.drugbank.ca/drugs/DB00035	http://bio2rdf.org/drugbank:DB00035
DESOGESTREL	http://www.drugbank.ca/drugs/DB00304	http://bio2rdf.org/drugbank:DB00304
DESONIDE	http://www.drugbank.ca/drugs/DB01260	http://bio2rdf.org/drugbank:DB01260
DESOXIMETASONE	http://www.drugbank.ca/drugs/DB00547	http://bio2rdf.org/drugbank:DB00547
DESVENLAFAXINE	http://www.drugbank.ca/drugs/DB06700	http://bio2rdf.org/drugbank:DB06700
DEXAMETHASONE	http://www.drugbank.ca/drugs/DB01234	http://bio2rdf.org/drugbank:DB01234
DEXBROMPHENIRAMINE	http://www.drugbank.ca/drugs/DB00405	http://bio2rdf.org/drugbank:DB00405
DEXMEDETOMIDINE	http://www.drugbank.ca/drugs/DB00633	http://bio2rdf.org/drugbank:DB00633
DEXMETHYLPHENIDATE	http://www.drugbank.ca/drugs/DB06701	http://bio2rdf.org/drugbank:DB06701
DEXRAZOXANE	http://www.drugbank.ca/drugs/DB00380	http://bio2rdf.org/drugbank:DB00380
DEXTROAMPHETAMINE	http://www.drugbank.ca/drugs/DB01576	http://bio2rdf.org/drugbank:DB01576
DEXTROMETHORPHAN	http://www.drugbank.ca/drugs/DB00514	http://bio2rdf.org/drugbank:DB00514
DIATRIZOIC ACID	http://www.drugbank.ca/drugs/DB00271	http://bio2rdf.org/drugbank:DB00271
DIAZEPAM	http://www.drugbank.ca/drugs/DB00829	http://bio2rdf.org/drugbank:DB00829
DIAZOXIDE	http://www.drugbank.ca/drugs/DB01119	http://bio2rdf.org/drugbank:DB01119
DIBUCAINE	http://www.drugbank.ca/drugs/DB00527	http://bio2rdf.org/drugbank:DB00527
DICHLORPHENAMIDE	http://www.drugbank.ca/drugs/DB01144	http://bio2rdf.org/drugbank:DB01144
DICLOFENAC	http://www.drugbank.ca/drugs/DB00586	http://bio2rdf.org/drugbank:DB00586
DICLOXACILLIN	http://www.drugbank.ca/drugs/DB00485	http://bio2rdf.org/drugbank:DB00485
DICYCLOMINE	http://www.drugbank.ca/drugs/DB00804	http://bio2rdf.org/drugbank:DB00804
DIDANOSINE	http://www.drugbank.ca/drugs/DB00900	http://bio2rdf.org/drugbank:DB00900
DIETHYLPROPION	http://www.drugbank.ca/drugs/DB00937	http://bio2rdf.org/drugbank:DB00937
DIFENOXIN	http://www.drugbank.ca/drugs/DB01501	http://bio2rdf.org/drugbank:DB01501
DIFLORASONE	http://www.drugbank.ca/drugs/DB00223	http://bio2rdf.org/drugbank:DB00223
DIFLORASONE DIACETATE	http://www.drugbank.ca/drugs/DB00223	http://bio2rdf.org/drugbank:DB00223
DIFLUNISAL	http://www.drugbank.ca/drugs/DB00861	http://bio2rdf.org/drugbank:DB00861
DIFLUPREDNATE	http://www.drugbank.ca/drugs/DB06781	http://bio2rdf.org/drugbank:DB06781
DIGOXIN	http://www.drugbank.ca/drugs/DB00390	http://bio2rdf.org/drugbank:DB00390
DIHYDROCODEINE	http://www.drugbank.ca/drugs/DB01551	http://bio2rdf.org/drugbank:DB01551
DIHYDROERGOTAMINE	http://www.drugbank.ca/drugs/DB00320	http://bio2rdf.org/drugbank:DB00320
DILTIAZEM	http://www.drugbank.ca/drugs/DB00343	http://bio2rdf.org/drugbank:DB00343
DIMENHYDRINATE	http://www.drugbank.ca/drugs/DB00985	http://bio2rdf.org/drugbank:DB00985
DIMETHYL SULFOXIDE	http://www.drugbank.ca/drugs/DB01093	http://bio2rdf.org/drugbank:DB01093
DINOPROSTONE	http://www.drugbank.ca/drugs/DB00917	http://bio2rdf.org/drugbank:DB00917
DIPHENHYDRAMINE	http://www.drugbank.ca/drugs/DB01075	http://bio2rdf.org/drugbank:DB01075
DIPHENOXYLATE	http://www.drugbank.ca/drugs/DB01081	http://bio2rdf.org/drugbank:DB01081
DIPIVEFRIN	http://www.drugbank.ca/drugs/DB00449	http://bio2rdf.org/drugbank:DB00449
DIPYRIDAMOLE	http://www.drugbank.ca/drugs/DB00975	http://bio2rdf.org/drugbank:DB00975
DISOPYRAMIDE	http://www.drugbank.ca/drugs/DB00280	http://bio2rdf.org/drugbank:DB00280
DISULFIRAM	http://www.drugbank.ca/drugs/DB00822	http://bio2rdf.org/drugbank:DB00822
DOBUTAMINE	http://www.drugbank.ca/drugs/DB00841	http://bio2rdf.org/drugbank:DB00841
DOCETAXEL	http://www.drugbank.ca/drugs/DB00731	http://bio2rdf.org/drugbank:DB00731
DOCETAXEL	http://www.drugbank.ca/drugs/DB01248	http://bio2rdf.org/drugbank:DB01248
DOCETAXEL ANHYDROUS	http://www.drugbank.ca/drugs/DB00731	http://bio2rdf.org/drugbank:DB00731
DOCETAXEL ANHYDROUS	http://www.drugbank.ca/drugs/DB01248	http://bio2rdf.org/drugbank:DB01248
DOCONEXENT	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
DOCONEXENT	http://www.drugbank.ca/drugs/DB03756	http://bio2rdf.org/drugbank:DB03756
DOCOSANOL	http://www.drugbank.ca/drugs/DB00632	http://bio2rdf.org/drugbank:DB00632
DOFETILIDE	http://www.drugbank.ca/drugs/DB00204	http://bio2rdf.org/drugbank:DB00204
DOLASETRON	http://www.drugbank.ca/drugs/DB00757	http://bio2rdf.org/drugbank:DB00757
DONEPEZIL	http://www.drugbank.ca/drugs/DB00843	http://bio2rdf.org/drugbank:DB00843
DOPAMINE	http://www.drugbank.ca/drugs/DB00988	http://bio2rdf.org/drugbank:DB00988
DORNASE ALFA	http://www.drugbank.ca/drugs/DB00003	http://bio2rdf.org/drugbank:DB00003
DORZOLAMIDE	http://www.drugbank.ca/drugs/DB00869	http://bio2rdf.org/drugbank:DB00869
DOXAPRAM	http://www.drugbank.ca/drugs/DB00561	http://bio2rdf.org/drugbank:DB00561
DOXAZOSIN	http://www.drugbank.ca/drugs/DB00590	http://bio2rdf.org/drugbank:DB00590
DOXEPIN	http://www.drugbank.ca/drugs/DB01142	http://bio2rdf.org/drugbank:DB01142
DOXORUBICIN	http://www.drugbank.ca/drugs/DB00997	http://bio2rdf.org/drugbank:DB00997
DOXYCYCLINE	http://www.drugbank.ca/drugs/DB00254	http://bio2rdf.org/drugbank:DB00254
DOXYLAMINE	http://www.drugbank.ca/drugs/DB00366	http://bio2rdf.org/drugbank:DB00366
DRONABINOL	http://www.drugbank.ca/drugs/DB00470	http://bio2rdf.org/drugbank:DB00470
DROPERIDOL	http://www.drugbank.ca/drugs/DB00450	http://bio2rdf.org/drugbank:DB00450
DROSPIRENONE	http://www.drugbank.ca/drugs/DB01395	http://bio2rdf.org/drugbank:DB01395
DULOXETINE	http://www.drugbank.ca/drugs/DB00476	http://bio2rdf.org/drugbank:DB00476
DUTASTERIDE	http://www.drugbank.ca/drugs/DB01126	http://bio2rdf.org/drugbank:DB01126
DYCLONINE	http://www.drugbank.ca/drugs/DB00645	http://bio2rdf.org/drugbank:DB00645
DYPHYLLINE	http://www.drugbank.ca/drugs/DB00651	http://bio2rdf.org/drugbank:DB00651
ECHOTHIOPHATE	http://www.drugbank.ca/drugs/DB01057	http://bio2rdf.org/drugbank:DB01057
ECONAZOLE	http://www.drugbank.ca/drugs/DB01127	http://bio2rdf.org/drugbank:DB01127
ECONAZOLE	http://www.drugbank.ca/drugs/DB00447	http://bio2rdf.org/drugbank:DB00447
ECULIZUMAB	http://www.drugbank.ca/drugs/DB01257	http://bio2rdf.org/drugbank:DB01257
EDETIC ACID	http://www.drugbank.ca/drugs/DB00974	http://bio2rdf.org/drugbank:DB00974
EDROPHONIUM	http://www.drugbank.ca/drugs/DB01010	http://bio2rdf.org/drugbank:DB01010
EFAVIRENZ	http://www.drugbank.ca/drugs/DB00625	http://bio2rdf.org/drugbank:DB00625
EFLORNITHINE	http://www.drugbank.ca/drugs/DB03856	http://bio2rdf.org/drugbank:DB03856
ELETRIPTAN	http://www.drugbank.ca/drugs/DB00216	http://bio2rdf.org/drugbank:DB00216
EMEDASTINE	http://www.drugbank.ca/drugs/DB01084	http://bio2rdf.org/drugbank:DB01084
EMTRICITABINE	http://www.drugbank.ca/drugs/DB00879	http://bio2rdf.org/drugbank:DB00879
ENALAPRIL	http://www.drugbank.ca/drugs/DB00584	http://bio2rdf.org/drugbank:DB00584
ENFLURANE	http://www.drugbank.ca/drugs/DB00228	http://bio2rdf.org/drugbank:DB00228
ENFUVIRTIDE	http://www.drugbank.ca/drugs/DB00109	http://bio2rdf.org/drugbank:DB00109
ENOXAPARIN	http://www.drugbank.ca/drugs/DB01109	http://bio2rdf.org/drugbank:DB01109
ENOXAPARIN	http://www.drugbank.ca/drugs/DB01225	http://bio2rdf.org/drugbank:DB01225
ENTACAPONE	http://www.drugbank.ca/drugs/DB00494	http://bio2rdf.org/drugbank:DB00494
ENTECAVIR	http://www.drugbank.ca/drugs/DB00442	http://bio2rdf.org/drugbank:DB00442
EPHEDRINE	http://www.drugbank.ca/drugs/DB01364	http://bio2rdf.org/drugbank:DB01364
EPINASTINE	http://www.drugbank.ca/drugs/DB00751	http://bio2rdf.org/drugbank:DB00751
EPINEPHRINE	http://www.drugbank.ca/drugs/DB00668	http://bio2rdf.org/drugbank:DB00668
EPIRUBICIN	http://www.drugbank.ca/drugs/DB00445	http://bio2rdf.org/drugbank:DB00445
EPLERENONE	http://www.drugbank.ca/drugs/DB00700	http://bio2rdf.org/drugbank:DB00700
EPOPROSTENOL	http://www.drugbank.ca/drugs/DB01240	http://bio2rdf.org/drugbank:DB01240
EPROSARTAN	http://www.drugbank.ca/drugs/DB00876	http://bio2rdf.org/drugbank:DB00876
EPTIFIBATIDE	http://www.drugbank.ca/drugs/DB00063	http://bio2rdf.org/drugbank:DB00063
ERGOCALCIFEROL	http://www.drugbank.ca/drugs/DB00153	http://bio2rdf.org/drugbank:DB00153
ERGOTAMINE	http://www.drugbank.ca/drugs/DB00320	http://bio2rdf.org/drugbank:DB00320
ERGOTAMINE	http://www.drugbank.ca/drugs/DB00696	http://bio2rdf.org/drugbank:DB00696
ERLOTINIB	http://www.drugbank.ca/drugs/DB00530	http://bio2rdf.org/drugbank:DB00530
ERTAPENEM	http://www.drugbank.ca/drugs/DB00303	http://bio2rdf.org/drugbank:DB00303
ERYTHROMYCIN	http://www.drugbank.ca/drugs/DB00199	http://bio2rdf.org/drugbank:DB00199
ERYTHROPOIETIN	http://www.drugbank.ca/drugs/DB00016	http://bio2rdf.org/drugbank:DB00016
ESCITALOPRAM	http://www.drugbank.ca/drugs/DB01175	http://bio2rdf.org/drugbank:DB01175
ESMOLOL	http://www.drugbank.ca/drugs/DB00187	http://bio2rdf.org/drugbank:DB00187
ESOMEPRAZOLE	http://www.drugbank.ca/drugs/DB00736	http://bio2rdf.org/drugbank:DB00736
ESOMEPRAZOLE MAGNESIUM	http://www.drugbank.ca/drugs/DB00736	http://bio2rdf.org/drugbank:DB00736
ESTAZOLAM	http://www.drugbank.ca/drugs/DB01215	http://bio2rdf.org/drugbank:DB01215
ESTRADIOL	http://www.drugbank.ca/drugs/DB00783	http://bio2rdf.org/drugbank:DB00783
ESTRAMUSTINE	http://www.drugbank.ca/drugs/DB01196	http://bio2rdf.org/drugbank:DB01196
ESTROGENS, CONJUGATED	http://www.drugbank.ca/drugs/DB00286	http://bio2rdf.org/drugbank:DB00286
ESTRONE	http://www.drugbank.ca/drugs/DB00655	http://bio2rdf.org/drugbank:DB00655
ESTROPIPATE	http://www.drugbank.ca/drugs/DB04574	http://bio2rdf.org/drugbank:DB04574
ESZOPICLONE	http://www.drugbank.ca/drugs/DB00402	http://bio2rdf.org/drugbank:DB00402
ETANERCEPT	http://www.drugbank.ca/drugs/DB00005	http://bio2rdf.org/drugbank:DB00005
ETHACRYNIC ACID	http://www.drugbank.ca/drugs/DB00903	http://bio2rdf.org/drugbank:DB00903
ETHAMBUTOL	http://www.drugbank.ca/drugs/DB00330	http://bio2rdf.org/drugbank:DB00330
ETHINYL ESTRADIOL	http://www.drugbank.ca/drugs/DB00977	http://bio2rdf.org/drugbank:DB00977
ETHINYL ESTRADIOL	http://www.drugbank.ca/drugs/DB00303	http://bio2rdf.org/drugbank:DB00303
ETHIONAMIDE	http://www.drugbank.ca/drugs/DB00609	http://bio2rdf.org/drugbank:DB00609
ETHOSUXIMIDE	http://www.drugbank.ca/drugs/DB00593	http://bio2rdf.org/drugbank:DB00593
ETHOTOIN	http://www.drugbank.ca/drugs/DB00754	http://bio2rdf.org/drugbank:DB00754
ETHYNODIOL	http://www.drugbank.ca/drugs/DB00823	http://bio2rdf.org/drugbank:DB00823
ETIDRONIC ACID	http://www.drugbank.ca/drugs/DB01077	http://bio2rdf.org/drugbank:DB01077
ETODOLAC	http://www.drugbank.ca/drugs/DB00749	http://bio2rdf.org/drugbank:DB00749
ETOMIDATE	http://www.drugbank.ca/drugs/DB00292	http://bio2rdf.org/drugbank:DB00292
ETONOGESTREL	http://www.drugbank.ca/drugs/DB00294	http://bio2rdf.org/drugbank:DB00294
ETOPOSIDE	http://www.drugbank.ca/drugs/DB00773	http://bio2rdf.org/drugbank:DB00773
ETRAVIRINE	http://www.drugbank.ca/drugs/DB07191	http://bio2rdf.org/drugbank:DB07191
EUCALYPTOL	http://www.drugbank.ca/drugs/DB03852	http://bio2rdf.org/drugbank:DB03852
EVEROLIMUS	http://www.drugbank.ca/drugs/DB01590	http://bio2rdf.org/drugbank:DB01590
EXEMESTANE	http://www.drugbank.ca/drugs/DB00990	http://bio2rdf.org/drugbank:DB00990
EXENATIDE	http://www.drugbank.ca/drugs/DB01276	http://bio2rdf.org/drugbank:DB01276
EZETIMIBE	http://www.drugbank.ca/drugs/DB00973	http://bio2rdf.org/drugbank:DB00973
FAMCICLOVIR	http://www.drugbank.ca/drugs/DB00426	http://bio2rdf.org/drugbank:DB00426
FAMOTIDINE	http://www.drugbank.ca/drugs/DB00927	http://bio2rdf.org/drugbank:DB00927
FELBAMATE	http://www.drugbank.ca/drugs/DB00949	http://bio2rdf.org/drugbank:DB00949
FELODIPINE	http://www.drugbank.ca/drugs/DB01023	http://bio2rdf.org/drugbank:DB01023
FENOFIBRATE	http://www.drugbank.ca/drugs/DB01039	http://bio2rdf.org/drugbank:DB01039
FENOFIBRIC ACID	http://www.drugbank.ca/drugs/DB01039	http://bio2rdf.org/drugbank:DB01039
FENOLDOPAM	http://www.drugbank.ca/drugs/DB00800	http://bio2rdf.org/drugbank:DB00800
FENOPROFEN	http://www.drugbank.ca/drugs/DB00573	http://bio2rdf.org/drugbank:DB00573
FENTANYL	http://www.drugbank.ca/drugs/DB00813	http://bio2rdf.org/drugbank:DB00813
FESOTERODINE	http://www.drugbank.ca/drugs/DB06702	http://bio2rdf.org/drugbank:DB06702
FEXOFENADINE	http://www.drugbank.ca/drugs/DB00950	http://bio2rdf.org/drugbank:DB00950
FILGRASTIM	http://www.drugbank.ca/drugs/DB00099	http://bio2rdf.org/drugbank:DB00099
FINASTERIDE	http://www.drugbank.ca/drugs/DB01216	http://bio2rdf.org/drugbank:DB01216
FLAVOXATE	http://www.drugbank.ca/drugs/DB00687	http://bio2rdf.org/drugbank:DB00687
FLAVOXATE	http://www.drugbank.ca/drugs/DB01148	http://bio2rdf.org/drugbank:DB01148
FLECAINIDE	http://www.drugbank.ca/drugs/DB01195	http://bio2rdf.org/drugbank:DB01195
FLOXURIDINE	http://www.drugbank.ca/drugs/DB00322	http://bio2rdf.org/drugbank:DB00322
FLUCONAZOLE	http://www.drugbank.ca/drugs/DB00196	http://bio2rdf.org/drugbank:DB00196
FLUCYTOSINE	http://www.drugbank.ca/drugs/DB01099	http://bio2rdf.org/drugbank:DB01099
FLUDARABINE	http://www.drugbank.ca/drugs/DB01073	http://bio2rdf.org/drugbank:DB01073
FLUDROCORTISONE	http://www.drugbank.ca/drugs/DB00687	http://bio2rdf.org/drugbank:DB00687
FLUMAZENIL	http://www.drugbank.ca/drugs/DB00751	http://bio2rdf.org/drugbank:DB00751
FLUMAZENIL	http://www.drugbank.ca/drugs/DB01205	http://bio2rdf.org/drugbank:DB01205
FLUNISOLIDE	http://www.drugbank.ca/drugs/DB00180	http://bio2rdf.org/drugbank:DB00180
FLUOCINOLONE ACETONIDE	http://www.drugbank.ca/drugs/DB00591	http://bio2rdf.org/drugbank:DB00591
FLUOCINONIDE	http://www.drugbank.ca/drugs/DB01047	http://bio2rdf.org/drugbank:DB01047
FLUORESCEIN	http://www.drugbank.ca/drugs/DB00693	http://bio2rdf.org/drugbank:DB00693
FLUOROMETHOLONE	http://www.drugbank.ca/drugs/DB00324	http://bio2rdf.org/drugbank:DB00324
FLUOROURACIL	http://www.drugbank.ca/drugs/DB00544	http://bio2rdf.org/drugbank:DB00544
FLUOXETINE	http://www.drugbank.ca/drugs/DB00472	http://bio2rdf.org/drugbank:DB00472
FLUOXYMESTERONE	http://www.drugbank.ca/drugs/DB00852	http://bio2rdf.org/drugbank:DB00852
FLUOXYMESTERONE	http://www.drugbank.ca/drugs/DB01185	http://bio2rdf.org/drugbank:DB01185
FLUPHENAZINE	http://www.drugbank.ca/drugs/DB00623	http://bio2rdf.org/drugbank:DB00623
FLUPHENAZINE DECANOATE	http://www.drugbank.ca/drugs/DB00623	http://bio2rdf.org/drugbank:DB00623
FLURANDRENOLIDE	http://www.drugbank.ca/drugs/DB00846	http://bio2rdf.org/drugbank:DB00846
FLURAZEPAM	http://www.drugbank.ca/drugs/DB00690	http://bio2rdf.org/drugbank:DB00690
FLURBIPROFEN	http://www.drugbank.ca/drugs/DB00712	http://bio2rdf.org/drugbank:DB00712
FLUTAMIDE	http://www.drugbank.ca/drugs/DB00499	http://bio2rdf.org/drugbank:DB00499
FLUVASTATIN	http://www.drugbank.ca/drugs/DB01095	http://bio2rdf.org/drugbank:DB01095
FLUVOXAMINE	http://www.drugbank.ca/drugs/DB00176	http://bio2rdf.org/drugbank:DB00176
FOLIC ACID	http://www.drugbank.ca/drugs/DB00158	http://bio2rdf.org/drugbank:DB00158
FOLLITROPIN	http://www.drugbank.ca/drugs/DB00066	http://bio2rdf.org/drugbank:DB00066
FOMEPIZOLE	http://www.drugbank.ca/drugs/DB01213	http://bio2rdf.org/drugbank:DB01213
FOMEPIZOLE	http://www.drugbank.ca/drugs/DB00546	http://bio2rdf.org/drugbank:DB00546
FORMALDEHYDE	http://www.drugbank.ca/drugs/DB03843	http://bio2rdf.org/drugbank:DB03843
FORMOTEROL	http://www.drugbank.ca/drugs/DB02956	http://bio2rdf.org/drugbank:DB02956
FORMOTEROL	http://www.drugbank.ca/drugs/DB00983	http://bio2rdf.org/drugbank:DB00983
FOSCARNET	http://www.drugbank.ca/drugs/DB00529	http://bio2rdf.org/drugbank:DB00529
FOSFOMYCIN	http://www.drugbank.ca/drugs/DB00828	http://bio2rdf.org/drugbank:DB00828
FOSINOPRIL	http://www.drugbank.ca/drugs/DB00492	http://bio2rdf.org/drugbank:DB00492
FOSPHENYTOIN	http://www.drugbank.ca/drugs/DB01320	http://bio2rdf.org/drugbank:DB01320
FOSPROPOFOL	http://www.drugbank.ca/drugs/DB06716	http://bio2rdf.org/drugbank:DB06716
FROVATRIPTAN	http://www.drugbank.ca/drugs/DB00998	http://bio2rdf.org/drugbank:DB00998
FRUCTOSE	http://www.drugbank.ca/drugs/DB04173	http://bio2rdf.org/drugbank:DB04173
FULVESTRANT	http://www.drugbank.ca/drugs/DB00947	http://bio2rdf.org/drugbank:DB00947
FUROSEMIDE	http://www.drugbank.ca/drugs/DB00695	http://bio2rdf.org/drugbank:DB00695
GABAPENTIN	http://www.drugbank.ca/drugs/DB00996	http://bio2rdf.org/drugbank:DB00996
GADOBENIC ACID	http://www.drugbank.ca/drugs/DB00743	http://bio2rdf.org/drugbank:DB00743
GADODIAMIDE	http://www.drugbank.ca/drugs/DB00225	http://bio2rdf.org/drugbank:DB00225
GADOTERIDOL	http://www.drugbank.ca/drugs/DB00597	http://bio2rdf.org/drugbank:DB00597
GADOVERSETAMIDE	http://www.drugbank.ca/drugs/DB00538	http://bio2rdf.org/drugbank:DB00538
GALANTAMINE	http://www.drugbank.ca/drugs/DB00674	http://bio2rdf.org/drugbank:DB00674
GALSULFASE	http://www.drugbank.ca/drugs/DB01279	http://bio2rdf.org/drugbank:DB01279
GANCICLOVIR	http://www.drugbank.ca/drugs/DB01004	http://bio2rdf.org/drugbank:DB01004
